City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
469,Umm Lajj,SA,25.02,37.27,76.78,70,24,4.56,few clouds
470,Nadym,RU,65.53,72.52,23.95,97,87,15.77,overcast clouds
471,Antalaha,MG,-14.9,50.28,67.82,72,26,7.09,scattered clouds
472,Misratah,LY,32.38,15.09,67.66,60,0,2.24,clear sky
473,Karratha,AU,-20.74,116.85,82.47,43,18,15.73,few clouds
474,Sorland,NO,67.67,12.69,48.85,83,100,30.82,overcast clouds
475,Morgantown,US,39.63,-79.96,33.8,69,40,11.41,scattered clouds
476,Verkhoyansk,RU,67.54,133.38,-10.34,87,72,2.8,broken clouds
477,Te Anau,NZ,-45.42,167.72,60.31,39,14,1.9,few clouds
478,Hasaki,JP,35.73,140.83,70.0,73,75,10.29,broken clouds
479,Nanuque,BR,-17.84,-40.35,66.52,88,100,10.02,overcast clouds
480,Arkadelphia,US,34.12,-93.05,44.6,100,1,4.7,clear sky
481,Vallenar,CL,-28.57,-70.76,54.95,56,0,1.14,clear sky
482,Ballina,AU,-28.87,153.57,77.0,64,40,25.28,scattered clouds
483,Aripuana,BR,-9.17,-60.63,71.46,98,100,1.97,light rain
484,Havre-Saint-Pierre,CA,50.23,-63.6,42.8,75,100,13.87,overcast clouds
485,Nurlat,RU,54.43,50.81,32.14,98,0,5.97,clear sky
486,Pangkalanbuun,ID,-2.68,111.62,86.63,68,97,4.83,light rain
487,Oschersleben,DE,52.03,11.25,61.0,86,100,5.99,light rain
488,Arrecife,ES,28.96,-13.55,68.0,77,100,9.17,overcast clouds
489,Xunchang,CN,28.45,104.72,59.04,70,100,1.57,light rain
490,Acajutla,SV,13.59,-89.83,79.7,75,38,6.62,scattered clouds
491,Qingyuan,CN,23.7,113.03,78.8,47,49,13.42,light rain
492,San Luis,AR,-33.3,-66.34,66.49,30,3,8.88,clear sky
493,Dzilam Gonzalez,MX,21.28,-88.93,75.07,82,83,7.0,broken clouds
494,Tigil,RU,57.8,158.67,39.76,69,61,8.25,broken clouds
495,Amapa,BR,1.0,-52.0,74.53,89,88,2.86,overcast clouds
496,Dudinka,RU,69.41,86.18,19.4,85,75,4.47,light snow
497,Sobolevo,RU,54.43,31.9,41.81,92,100,8.34,overcast clouds
498,Tazovskiy,RU,67.47,78.7,19.58,97,98,14.45,overcast clouds
499,Nanzhou,CN,29.36,112.4,67.37,53,49,8.59,scattered clouds
500,Pandan,PH,14.05,124.17,86.04,67,100,6.98,heavy intensity rain
501,Acapulco,MX,16.86,-99.89,80.58,77,87,5.7,overcast clouds
502,Naze,JP,28.37,129.48,80.6,78,20,3.36,few clouds
503,Santarem,BR,-2.44,-54.71,77.0,88,20,1.3,light rain
504,Niamey,NE,13.51,2.11,80.01,17,0,10.49,clear sky
505,Turukhansk,RU,65.82,87.98,22.51,98,100,14.05,light snow
506,Tomatlan,MX,19.93,-105.25,76.44,89,0,1.88,clear sky
507,Evans,US,33.53,-82.13,64.4,52,1,10.29,clear sky
508,Quatre Cocos,MU,-20.21,57.76,69.01,93,40,4.7,scattered clouds
509,Impfondo,CG,1.64,18.07,69.67,98,100,2.71,light rain
510,Buchanan,LR,5.88,-10.05,77.47,88,64,4.97,broken clouds
511,Itarema,BR,-2.92,-39.92,79.66,80,39,11.83,scattered clouds
512,Winslow,US,35.02,-110.7,55.4,30,1,8.61,clear sky
513,Piacabucu,BR,-10.41,-36.43,77.2,83,85,12.08,overcast clouds
514,Sume,BR,-7.67,-36.88,71.92,84,28,13.09,scattered clouds
515,Agadir,MA,30.42,-9.6,59.0,58,0,8.05,clear sky
516,Bonheiden,BE,51.02,4.55,64.99,93,75,20.8,broken clouds
517,Colares,PT,38.8,-9.45,64.0,88,85,3.0,overcast clouds
518,Aksu,CN,41.12,80.26,46.06,48,0,1.86,clear sky
519,Kholodnyy,RU,62.72,147.95,4.21,88,90,2.91,overcast clouds
520,Saurimo,AO,-9.66,20.39,62.98,94,39,2.73,scattered clouds
521,Passo De Camaragibe,BR,-9.24,-35.49,75.2,88,0,6.93,clear sky
522,Auki,SB,-8.77,160.7,85.33,73,29,1.86,moderate rain
523,Arica,CL,-18.48,-70.3,64.0,75,71,1.01,broken clouds
524,Bousso,TD,10.48,16.71,77.49,65,8,3.11,clear sky
525,Port Hedland,AU,-20.32,118.57,87.8,45,40,10.29,scattered clouds
526,North Myrtle Beach,US,33.82,-78.68,61.0,87,1,9.17,clear sky
527,Zhenhai,CN,24.26,118.09,78.8,50,20,15.66,few clouds
528,Ketchikan,US,55.34,-131.65,51.8,100,90,51.67,heavy intensity rain
529,Russell,US,32.35,-85.2,62.6,62,1,9.17,clear sky
530,Jumla,NP,29.27,82.18,57.56,40,0,3.09,clear sky
531,Beringovskiy,RU,63.05,179.32,24.49,93,98,3.29,overcast clouds
532,Tyazhinskiy,RU,56.12,88.52,32.88,96,100,14.34,overcast clouds
533,Port-Cartier,CA,50.03,-66.87,39.2,86,100,3.36,overcast clouds
534,Kalevala,RU,65.2,31.17,36.55,88,100,10.92,overcast clouds
535,Puerto Escondido,MX,15.85,-97.07,79.72,71,0,4.34,clear sky
536,Hammerfest,NO,70.66,23.68,42.8,81,100,46.08,overcast clouds
537,Murgab,TM,37.5,61.97,48.2,57,0,4.7,clear sky
538,Buy,RU,58.48,41.53,29.89,97,10,4.81,clear sky
539,Zeerust,ZA,-25.54,26.08,59.18,86,25,6.98,scattered clouds
540,Fuxin,CN,42.02,121.66,41.31,52,0,16.8,clear sky
541,Fort Nelson,CA,58.81,-122.7,14.0,78,90,11.41,light snow
542,Aitape,PG,-3.14,142.35,86.94,64,97,6.73,overcast clouds
543,Calafell,ES,41.2,1.57,62.01,91,1,3.36,clear sky
544,Kholmogory,RU,64.22,41.66,32.0,97,75,2.24,broken clouds
545,Saint-Louis,SN,16.33,-15.0,83.86,15,88,9.4,overcast clouds
546,Benghazi,LY,32.12,20.07,69.98,63,35,10.2,scattered clouds
547,Henties Bay,NA,-22.12,14.28,55.0,92,90,3.29,overcast clouds
548,Brisbane,AU,-27.47,153.03,84.0,53,75,12.75,broken clouds
549,Grootfontein,NA,-19.57,18.12,71.76,33,23,7.27,few clouds
550,La Ronge,CA,55.1,-105.28,35.6,86,99,2.24,overcast clouds
551,Nizhneudinsk,RU,54.91,99.03,32.22,84,96,4.43,overcast clouds
552,Kattivakkam,IN,13.22,80.32,78.8,94,20,4.7,mist
553,Baglan,AF,36.13,68.71,53.74,28,17,2.46,few clouds
554,Moron,AR,-34.65,-58.62,66.99,44,0,3.0,clear sky
555,Karasuk,RU,53.74,78.04,37.22,93,100,13.94,light rain
556,Sabzevar,IR,36.21,57.68,52.93,42,0,4.07,clear sky
557,Kedougou,SN,12.56,-12.17,76.35,41,0,2.33,clear sky
558,Sechura,PE,-5.56,-80.82,63.43,83,93,11.48,overcast clouds
559,Pleasantville,US,39.39,-74.52,48.99,81,1,13.87,clear sky
560,Fare,PF,-16.7,-151.02,80.73,80,45,18.9,light rain
561,Kappeln,DE,54.66,9.93,62.01,93,100,23.04,overcast clouds
562,Tianpeng,CN,30.99,103.94,68.0,1,45,4.61,scattered clouds
563,Nerchinskiy Zavod,RU,51.31,119.61,15.51,74,100,14.38,overcast clouds
564,Zaraza,VE,9.35,-65.32,75.0,96,98,2.71,light rain
565,Jining,CN,35.41,116.58,63.95,27,0,12.71,clear sky
566,Samana,DO,19.21,-69.34,77.43,88,51,7.78,broken clouds
567,Bontang,ID,0.13,117.5,80.62,79,100,8.97,heavy intensity rain
568,Morro Bay,US,35.37,-120.85,68.0,54,14,2.75,few clouds
569,Lancaster,US,40.25,-76.25,44.6,52,1,21.92,clear sky
570,Falun,SE,60.6,15.63,48.99,93,100,16.11,light intensity drizzle
571,Marsabit,KE,2.33,37.99,63.61,98,87,16.49,light rain
572,High Rock,BS,26.62,-78.28,80.35,81,0,7.56,clear sky
573,Opunake,NZ,-39.46,173.86,60.01,86,100,5.01,overcast clouds
574,Khash,IR,28.22,61.22,48.16,29,0,2.55,clear sky
575,Palmer,US,42.16,-72.33,42.8,75,75,11.41,broken clouds
576,Basco,PH,20.45,121.97,79.86,80,100,28.86,overcast clouds
577,Souris,CA,49.62,-100.26,36.0,69,75,11.41,broken clouds
578,Bubaque,GW,11.28,-15.83,83.14,77,0,15.61,light rain
579,San Andres,CO,12.58,-81.7,80.6,88,75,4.7,broken clouds
580,Laguna,US,38.42,-121.42,66.0,45,1,3.02,clear sky
581,Bonavista,CA,48.65,-53.11,37.0,74,26,5.82,scattered clouds
582,Waw,SS,7.7,28.0,73.67,78,100,3.44,overcast clouds
583,Zyryanka,RU,65.75,150.85,0.63,92,91,1.88,overcast clouds
584,Birao,CF,10.28,22.79,72.09,47,25,1.79,scattered clouds
585,Muros,ES,42.78,-9.06,66.0,91,100,14.0,overcast clouds
586,Bonthe,SL,7.53,-12.51,77.92,87,2,6.8,moderate rain
587,Ko Samui,TH,9.54,99.94,89.6,70,20,4.7,few clouds
588,Bow Island,CA,49.87,-111.37,51.8,50,12,6.93,few clouds
589,Magadan,RU,59.57,150.8,31.96,93,100,10.25,overcast clouds
590,Taoudenni,ML,22.68,-3.98,75.07,20,100,14.45,overcast clouds
591,Polewali,ID,-3.43,119.34,87.82,58,100,3.13,light rain
592,Kirakira,SB,-10.45,161.92,78.78,86,99,6.08,moderate rain
593,Conceicao Do Araguaia,BR,-8.26,-49.26,75.76,89,100,2.24,moderate rain
594,Port Moresby,PG,-9.44,147.18,91.4,63,40,11.41,haze
595,Souillac,MU,-20.52,57.52,64.4,93,40,4.7,scattered clouds
596,Alihe,CN,50.57,123.72,17.67,84,100,10.11,overcast clouds
597,Champerico,GT,14.3,-91.92,66.99,96,82,0.31,broken clouds
598,Port Shepstone,ZA,-30.74,30.45,63.3,88,100,9.01,light rain
599,Port Hardy,CA,50.7,-127.42,51.8,93,90,7.58,overcast clouds
600,Oranjestad,AW,12.52,-70.03,78.8,88,20,4.7,few clouds
601,Panorama,GR,40.59,23.03,57.0,81,20,4.7,few clouds
602,Ambulu,ID,-8.35,113.61,85.87,67,41,5.08,scattered clouds
603,Presidencia Roque Saenz Pena,AR,-26.79,-60.44,62.71,68,1,6.67,clear sky
604,Makakilo City,US,21.35,-158.09,82.4,65,40,9.17,light rain
605,Meulaboh,ID,4.14,96.13,79.97,82,97,3.2,overcast clouds
606,Tsushima,JP,35.17,136.72,60.8,93,75,3.36,light intensity shower rain
607,Ulladulla,AU,-35.35,150.47,66.2,68,75,9.17,broken clouds
608,Skhisma,GR,35.27,25.72,66.2,63,20,9.17,few clouds
609,Jalpan,MX,21.23,-99.48,58.82,77,18,0.27,few clouds
610,Markova,UA,48.68,24.41,35.62,84,16,5.5,few clouds
611,Waitati,NZ,-45.75,170.57,55.0,65,98,17.0,overcast clouds
612,Manado,ID,1.49,124.85,87.8,62,40,6.93,scattered clouds
613,Porto Novo,BJ,6.5,2.6,77.59,89,11,6.11,light rain
614,Uyuni,BO,-20.46,-66.83,46.26,41,0,11.43,clear sky
615,Price,US,39.6,-110.81,44.6,30,1,8.05,clear sky
616,Florencia,IT,43.77,11.25,59.0,93,75,2.24,broken clouds
617,Sao Felix Do Xingu,BR,-6.64,-51.99,72.41,94,99,1.43,light rain
618,Maceio,BR,-9.67,-35.74,75.2,88,0,6.93,clear sky
619,Marrakesh,MA,31.63,-8.01,60.8,51,0,2.24,clear sky
620,Matiguas,NI,12.84,-85.46,71.76,92,100,1.68,overcast clouds
621,Kavaratti,IN,10.57,72.64,81.01,71,0,1.48,clear sky
622,Tual,ID,-5.67,132.75,83.32,73,100,11.97,overcast clouds
623,Ca Mau,VN,9.18,105.15,84.94,73,100,4.65,overcast clouds
624,Alekseyevka,RU,50.63,38.69,51.28,90,100,11.39,light rain
625,Olinda,BR,-8.01,-34.86,80.6,74,40,6.93,scattered clouds
626,Tura,IN,25.52,90.22,76.64,83,98,1.77,overcast clouds
627,Paita,PE,-5.09,-81.11,61.81,90,74,8.3,broken clouds
628,Nehe,CN,48.48,124.83,24.1,89,100,13.04,overcast clouds
629,Havelock,US,34.88,-76.9,60.01,93,1,11.41,clear sky
630,Jeremie,HT,18.65,-74.12,80.06,73,100,2.26,overcast clouds
631,Iquique,CL,-20.22,-70.14,62.6,72,90,8.05,overcast clouds
632,Cabedelo,BR,-6.98,-34.83,78.8,83,75,5.82,broken clouds
633,Kyshtovka,RU,56.55,76.63,29.19,98,55,6.78,broken clouds
634,Zambezi,ZM,-13.54,23.1,63.1,42,0,2.62,clear sky
635,Genhe,CN,50.78,121.52,11.3,87,100,10.74,overcast clouds
636,Mbandaka,CD,0.05,18.26,69.69,97,100,4.56,light rain
637,Mayo,US,38.89,-76.51,53.6,46,40,17.22,scattered clouds
638,Shenjiamen,CN,29.96,122.3,64.08,80,99,16.17,overcast clouds
639,Regina,CA,50.45,-104.62,42.01,48,20,11.41,few clouds
640,Sola,VU,-13.88,167.55,81.21,84,50,17.27,light rain
641,Yarke Pole,UA,45.61,34.32,49.98,86,100,8.28,overcast clouds
642,Kletnya,RU,53.39,33.22,46.4,93,90,4.47,mist
643,Sistranda,NO,63.73,8.83,51.8,66,0,19.46,clear sky
644,Paracuru,BR,-3.41,-39.03,80.01,76,41,20.0,scattered clouds
645,Phan Thiet,VN,10.93,108.1,81.59,73,100,4.97,overcast clouds
646,Mastic Beach,US,40.77,-72.85,50.0,83,75,5.99,broken clouds
647,Fort Morgan,US,40.25,-103.8,53.6,27,1,4.07,clear sky
648,Xiongzhou,CN,25.12,114.3,69.67,66,84,7.67,broken clouds
649,Esso,RU,55.93,158.7,31.05,93,98,3.56,overcast clouds
650,Deputatskiy,RU,69.3,139.9,-14.17,88,38,5.88,scattered clouds
651,Tromso,NO,69.65,18.96,48.2,66,75,71.36,light rain
652,Nyurba,RU,63.28,118.33,5.49,87,58,10.16,broken clouds
653,Woodstock,CA,43.13,-80.75,32.0,96,97,10.29,overcast clouds
654,Santa Vitoria Do Palmar,BR,-33.52,-53.37,53.06,84,0,3.44,clear sky
655,Buala,SB,-8.14,159.59,86.97,65,56,2.3,light rain
656,Issa,RU,53.87,44.86,41.49,91,96,6.22,overcast clouds
657,Macaubas,BR,-13.02,-42.7,69.89,87,87,2.15,overcast clouds
658,Gazanjyk,TM,39.24,55.52,63.36,28,23,8.23,few clouds
659,Ishinomaki,JP,38.42,141.3,62.6,72,75,9.17,light intensity shower rain
660,Madimba,TZ,-10.4,40.33,71.6,94,75,3.83,broken clouds
661,Nabire,ID,-3.37,135.48,83.43,80,100,3.44,light rain
662,Rolandia,BR,-23.31,-51.37,64.4,68,0,14.99,clear sky
663,Kalemie,CD,-5.95,29.19,69.93,74,62,1.5,light rain
664,Karpogory,RU,64.0,44.45,31.26,94,88,5.41,overcast clouds
665,Katima Mulilo,NA,-17.5,24.27,77.0,29,6,3.36,clear sky
666,Tampere,FI,61.5,23.79,46.4,81,100,13.87,overcast clouds
667,Whyalla,AU,-33.03,137.58,86.0,27,0,11.41,clear sky
668,Roald,NO,62.58,6.13,51.8,57,69,11.41,broken clouds
669,Kushiro,JP,42.98,144.37,57.2,93,75,14.99,light intensity shower rain
670,Esil,KZ,51.96,66.4,28.99,97,0,8.16,clear sky
671,Conroe,US,30.31,-95.46,64.99,76,1,3.36,clear sky
672,San Quintin,MX,30.48,-115.95,66.31,68,0,5.26,clear sky
673,Lima,PE,-12.04,-77.03,62.6,82,90,10.29,overcast clouds
674,Kyabe,TD,9.45,18.94,75.27,75,100,1.72,overcast clouds
675,Murfreesboro,US,35.85,-86.39,48.2,31,75,11.41,broken clouds
676,Imbituba,BR,-28.24,-48.67,62.6,88,75,8.05,broken clouds
677,Sanming,CN,26.25,117.62,74.84,55,43,5.01,scattered clouds
678,Tongliao,CN,43.61,122.27,39.06,55,0,19.42,clear sky
679,Sabha,LY,27.04,14.43,59.07,62,0,9.71,clear sky
680,Vestmanna,FO,62.16,-7.17,44.6,87,54,16.11,broken clouds
681,Sukumo,JP,32.93,132.73,63.34,90,100,5.3,overcast clouds
682,Ponta Delgada,PT,37.73,-25.67,62.6,82,20,8.05,few clouds
683,Oussouye,SN,12.48,-16.55,79.66,80,0,5.97,clear sky
684,Khislavichi,RU,54.19,32.16,42.33,93,100,9.04,overcast clouds
685,Oksfjord,NO,70.24,22.35,42.8,81,98,26.4,overcast clouds
686,Outjo,NA,-20.12,16.15,70.34,22,58,5.55,broken clouds
687,Kinsale,IE,51.71,-8.53,46.4,93,75,11.41,broken clouds
688,Trairi,BR,-3.28,-39.27,79.45,79,37,11.14,scattered clouds
689,Strezhevoy,RU,60.73,77.59,32.0,97,90,8.95,overcast clouds
690,Leshukonskoye,RU,64.9,45.76,30.72,97,100,7.38,overcast clouds
691,Bandarbeyla,SO,9.49,50.81,76.51,76,0,17.65,clear sky
692,Stykkisholmur,IS,65.08,-22.73,34.92,87,100,6.4,light rain
693,Vitim,RU,59.45,112.56,8.64,87,0,5.26,clear sky
694,Pontianak,ID,-0.03,109.33,85.84,70,100,2.75,overcast clouds
695,Kuching,MY,1.55,110.33,86.0,70,20,5.82,few clouds
696,Stromness,GB,58.97,-3.3,48.2,81,8,24.16,clear sky
697,Khawhai,IN,23.37,93.12,70.45,81,35,0.92,scattered clouds
698,Liverpool,GB,53.41,-2.98,63.0,77,75,26.4,broken clouds
699,Mattru,SL,7.62,-11.83,73.6,98,8,1.28,light rain
700,Khudumelapye,BW,-23.88,24.75,65.55,72,45,12.73,scattered clouds
701,Burnie,AU,-41.07,145.92,63.0,58,66,8.01,broken clouds
702,Foumban,CM,5.73,10.9,64.38,94,100,1.97,overcast clouds
